Date,Cache Prefix,Source Domain Val Accuracy,Source Domain Test Accuracy,Target Domain Val Accuracy,Target Domain Test Accuracy
2024-01-17,Comparison_EEG_Infinity004_InceptionEEG_MengExp3ToPhysioNetMI_1,0.83098(0.01184),0.82483(0.01806),0.79802(0.01484),0.78705(0.02743)
2024-01-17,Comparison_EEG_Infinity004_EEGNet_MengExp12ToBCICIV2A_1,0.83385(0.01136),0.82861(0.01449),0.63931(0.06623),0.62968(0.06523)
2024-01-17,Comparison_EEG_Infinity004_ShallowConvNet_MengExp12ToBCICIV2A_1,0.79285(0.01627),0.78461(0.00768),0.64550(0.05344),0.61069(0.08185)
2024-01-17,Comparison_EEG_Infinity004_DeepConvNet_MengExp12ToBCICIV2A_1,0.79130(0.01095),0.78606(0.00531),0.65828(0.06700),0.64120(0.07467)
2024-01-17,Comparison_EEG_Infinity004_InceptionEEG_MengExp12ToBCICIV2A_1,0.84316(0.01005),0.83501(0.01300),0.66520(0.06416),0.64358(0.06507)
2024-01-17,Comparison_EEG_Infinity004_EEGNet_MengExp12ToMengExp3_1,0.84868(0.01561),0.84674(0.01138),0.76226(0.01595),0.74161(0.01733)
2024-01-17,Comparison_EEG_Infinity004_ShallowConvNet_MengExp12ToMengExp3_1,0.80186(0.01403),0.79537(0.01162),0.72890(0.01554),0.71261(0.02286)
2024-01-17,Comparison_EEG_Infinity004_DeepConvNet_MengExp12ToMengExp3_1,0.79217(0.01308),0.78635(0.01081),0.73605(0.01536),0.73406(0.02171)
2024-01-17,Comparison_EEG_Infinity004_InceptionEEG_MengExp12ToMengExp3_1,0.84761(0.01552),0.84693(0.01269),0.76465(0.01258),0.75055(0.02341)
2024-01-17,Comparison_EEG_Infinity004_EEGNet_MengExp12ToPhysioNetMI_1,0.85198(0.01805),0.84480(0.01664),0.78345(0.01239),0.77295(0.00988)
2024-01-17,Comparison_EEG_Infinity004_ShallowConvNet_MengExp12ToPhysioNetMI_1,0.81165(0.00685),0.80545(0.01756),0.75982(0.01906),0.75374(0.00659)
2024-01-17,Comparison_EEG_Infinity004_DeepConvNet_MengExp12ToPhysioNetMI_1,0.79740(0.00841),0.79226(0.01052),0.79020(0.01286),0.78851(0.01655)
2024-01-17,Comparison_EEG_Infinity004_InceptionEEG_MengExp12ToPhysioNetMI_1,0.85246(0.01749),0.84742(0.01209),0.78152(0.01664),0.76931(0.01350)
2024-01-17,Comparison_EEG_Infinity004_EEGNet_PhysioNetMIToBCICIV2A_1,0.82711(0.01150),0.81295(0.01753),0.60450(0.07205),0.57667(0.06153)
2024-01-17,Comparison_EEG_Infinity004_ShallowConvNet_PhysioNetMIToBCICIV2A_1,0.82649(0.00549),0.80834(0.01579),0.70585(0.04007),0.66787(0.07363)
2024-01-18,Comparison_EEG_Infinity004_DeepConvNet_PhysioNetMIToBCICIV2A_1,0.81255(0.01829),0.80855(0.01746),0.62691(0.07460),0.61960(0.07856)
2024-01-18,Comparison_EEG_Infinity004_InceptionEEG_PhysioNetMIToBCICIV2A_1,0.83194(0.01366),0.82647(0.01246),0.64473(0.07011),0.63700(0.06280)
2024-01-18,Comparison_EEG_Infinity004_EEGNet_PhysioNetMIToMengExp3_1,0.83977(0.01065),0.82710(0.01257),0.74181(0.02386),0.73823(0.01342)
2024-01-18,Comparison_EEG_Infinity004_ShallowConvNet_PhysioNetMIToMengExp3_1,0.83153(0.00628),0.81047(0.00960),0.74399(0.01217),0.71599(0.01877)
2024-01-18,Comparison_EEG_Infinity004_DeepConvNet_PhysioNetMIToMengExp3_1,0.82437(0.01190),0.81254(0.01321),0.74260(0.01707),0.73625(0.02567)
2024-01-18,Comparison_EEG_Infinity004_InceptionEEG_PhysioNetMIToMengExp3_1,0.83828(0.01624),0.83216(0.01437),0.75730(0.00970),0.73227(0.02021)
2024-01-18,Comparison_EEG_Infinity004_EEGNet_PhysioNetMIToMengExp12_1,0.83469(0.01408),0.82078(0.01571),0.79004(0.00539),0.78587(0.00917)
2024-01-18,Comparison_EEG_Infinity004_ShallowConvNet_PhysioNetMIToMengExp12_1,0.82459(0.01088),0.80518(0.01743),0.76919(0.02273),0.75998(0.01924)
2024-01-18,Comparison_EEG_Infinity004_DeepConvNet_PhysioNetMIToMengExp12_1,0.82186(0.01644),0.81277(0.01004),0.77511(0.01179),0.76774(0.01028)
2024-01-18,Comparison_EEG_Infinity004_InceptionEEG_PhysioNetMIToMengExp12_1,0.83385(0.01724),0.83322(0.01398),0.78092(0.01326),0.77957(0.01490)
